Temp,Vacuum,Pressure,Plant,Humidity,Energy,TempDiff,PressureDiff,RHSquared,Testing Type,Place,PowerPerFuel,TempVacuum
27.75,70.4,1006.65,Amrita Energy Systems,90.21,436.53,-42.650000000000006,,8137.844099999998,Development Phase,Coimbatore,0.22344901719901716,1953.6000000000001
29.3,73.67si,1005.64^!!,Amrita Energy Systems,65.31y,431.07,-44.370000000000005,,4265.3961,Development Phase,Coimbatore,0.1997052625141821,2158.531
9.36,44.03ens,1010.3,Amrita Energy Systems,87.2,474.68,-34.67,,7603.84%$$#,Development Phase,Coimbatore,,
15.55,,1016.21,Amrita Energy Systems,88.5,457.53,-25.109999999999996,975.5500000000001I,7832.25,Development Phase,Coimbatore,0.7236387389424971,632.2629999999999
,42.07,1017.89,Amrita Energy Systems,83.68,460.82,-27.05,975.8199999999999,7002.342400000001,Development Phase,Coimbatore,0.7292708842057354,631.8914
23.56,,1012.18,Amrita Energy Systems,87.98,437.92,-49.620000000000005,939.0!IHH@,7740.4804,Development Phase,Coimbatore,0.25399612370548513,
12.12,38.28,1013.7,Amrita Energy Systems,91.27,469.59,-26.160000000000004,975.4200000000001,,Development Phase,Coimbatore,1.012148628655969,463.9536
14.09,41.66,1009.25,,71.4,469.93,-27.569999999999997,967.59,5097.960000000001,Development Phase,Coimbatore,0.8005766373293965,586.9893999999999
31.37,76.86,997.34,Amrita Energy Systems,62.94,431.03,-45.489999999999995,920.48,3961.4435999999996,Development Phase,Coimbatore,0.17876916004499527,
11.72,40.35sis,1012.08,Amrita Energy Systems,83.98,476.41,-28.630000000000003,,7052.6404,Development Phase,Coimbatore,1.0074180274137137,472.90200000000004
10.94,43.67,1012.36,Amrita Energy Systems,73.3,477.34,-32.730000000000004,968.69,5372.889999999999,Development Phase,Coimbatore,0.9991422288402841,477.7498
13.69%,34.03,1018.45,Amrita Energy Systems,65.76,469.12,-20.340000000000003,,4324.377600000001,Development Phase,Coimbatore,1.0069746820308725,465.8707
14.89,39.82,1013.23,Amrita Energy Systems,82.49,470.19,-24.93,973.41,6804.600099999999,Development Phase,Coimbatore,0.7930077558550077,
,70.8,1010.45,Amrita Energy Systems,77.92,435.99,-42.589999999999996,939.6500000000001,,Development Phase,Coimbatore,,1997.268
,40.1,1015.56,Amrita Energy Systems,82.44,467.32,-26.080000000000002,975.4599999999999,6796.3535999999995,Development Phase,Coimbatore,0.8312314790769154,562.202
11.48,44.6,1018.29,Amrita Energy Systems,90.76,470.39,-33.120000000000005,973.6899999999999,8237.377600000002,Development Phase,Coimbatore,,512.008
19.46,,1012.74&&&$#,Amrita Energy Systems,66.2,454.89,-47.4,,4382.4400000000005,Development Phase,Coimbatore,0.34962073501747293,1301.0956
5.28,42.07i,1003.82,Amrita Energy Systems,80.84,485.24,-36.79,961.75,6535.105600000001,Development Phase,Coimbatore,2.184490495638582,222.1296
29.17,64.79,1016.43,Amrita Energy Systems,61.05,441.2,-35.620000000000005,,3727.1024999999995,Development Phase,Coimbatore,0.2334485037310753,1889.9243000000004IEe
,38.25,1012.76,Amrita Energy Systems,82.23,472.3,-25.83,,6761.772900000001,Development Phase,Coimbatore,0.9941797438245293,475.065
22.76,49.02,1007.5^!!^,Amrita Energy Systems,88.56,442.84,-26.26,958.48,7842.873600000001,Development Phase,Coimbatore,0.3969184415241725,1115.6952
16.64aa,48.92ii,1011.55,Amrita Energy Systems,78.76,452.56,-32.28,962.63,6203.137600000001,Development Phase,Coimbatore,0.555950845965155,
10.02,39.66,1016.34,Amrita Energy Systems,79.98,480.05,-29.639999999999997,976.6800000000001,6396.800400000001,Development Phase,Coimbatore,1.2079975198367765,397.3931999999999
,62.91,1012.14,Amrita Energy Systems,68.86,449.77,-40.73,,4741.6996,Development Phase,Coimbatore,,1395.3437999999999iSIN
31.94,74.99,1002.05,Amrita Energy Systems,34.12,440.17,-43.05,927.06,1164.1743999999999,Development Phase,Coimbatore,0.18377319856381602,2395.1806
18.91,43.14,1013.56,Amrita Energy Systems,58.34,460.19,-24.23,970.42,3403.5556000000006,Development Phase,Coimbatore,0.5641122198285954,815.7774000000001
7.1,41.74noie,1022.25,Amrita Energy Systems,91.07,484.12,-34.64,980.51,8293.744899999998,Development Phase,Coimbatore,1.6335868589592177,296.354OeOI
17.69,44.34,1019.31,,61.12yslnx,464.13,-26.650000000000002,974.9699999999999,3735.6544,Development Phase,Coimbatore,0.591719823665886,784.3746000000001
30.05,69.34,1008.26,Amrita Energy Systems,61.5,436.82,-39.290000000000006,938.92,3782.25%#,Development Phase,Coimbatore,0.20964002405374751,2083.6670000000004
27.52,74.67,1015.77,Amrita Energy Systems,72.01,433.56,-47.150000000000006,941.1,,Development Phase,Coimbatore,0.21098648004709092,2054.9184
10.12,38.38,1018.22,Amrita Energy Systems,85.93,477.73,-28.260000000000005,,7383.964900000001,Development Phase,Coimbatore,,388.4056
22.08,55.5,1018.42,,58.46,455.79,-33.42,962.92,,Development Phase,Coimbatore,0.371939874657266,1225.4399999999998
19.78s@fb,54.42nissn,1011.74,Amrita Energy Systems,89.34,456.84,-34.64,,7981.6356000000005,Development Phase,Coimbatore,0.4244038335694848,1076.4276
34.96,68.94oesn,1006.17,Amrita Energy Systems,59.26,431.48,-33.98,937.23,3511.7475999999997,Development Phase,Coimbatore,0.17902676621929062,2410.1424
11.95,41.48,1013.44,Amrita Energy Systems,74.83,465.41,-29.529999999999998,971.96,5599.528899999999,Development Phase,Coimbatore,0.9389210104784079,
11.87,,1012.97,Amrita Energy Systems,64.79,470.84,-29.910000000000004,,4197.744100000001,Development Phase,Coimbatore,0.9494108627733912,495.92859999999996
9.95,43.56,1014.85,Amrita Energy Systems,82.62,477.88,-33.61HfH,,6826.064400000001,Development Phase,Coimbatore,1.1025743963158308,
30.67,,1004.25,Amrita Energy Systems,52.72,432.76,-42.19,931.39,2779.3984,Development Phase,Coimbatore,0.19366189146932705,2234.6162
10.48,40.22,1004.81$,,92.16,477.78,-29.74,964.5899999999999,8493.4656#,Development Phase,Coimbatore,1.133508072016125,421.5056
13.09,,1012.86,,58.42,475.89,-26.76,973.01,3412.8964,Development Phase,Coimbatore,0.9123019573975363,521.6365000000001
8.6,40.77,1011.8,Amrita Energy Systems,89.45,480.82,-32.17,971.03,8001.302500000001,Development Phase,Coimbatore,1.3713343714883834,350.622
27.89,70.94,1007.54$!,Amrita Energy Systems,49.18,435.21,-43.05,,2418.6724,Development Phase,Coimbatore,0.21996782842256668,1978.5166
9.38f#^s$,44.77,1020.41,Amrita Energy Systems,85.26,473.9,-35.39,975.64,7269.267600000001,Development Phase,Coimbatore,1.1284875599665285,419.9426000000001
25.96,68.08,1011.34,,71.57,432.82,-42.12,943.26,5122.264899999999,Development Phase,Coimbatore,0.2448967859800579,1767.3568
12.12,38.28,1013.65,Amrita Energy Systems,90.19,471.19,-26.160000000000004,975.37,8134.236099999999,Development Phase,Coimbatore,1.0155972493801104,463.9536
16.75,36.99,1006.42,,87.18,464.18,-20.240000000000002,,,Development Phase,Coimbatore,0.7491819087853515,
27.84,68.08,1013.34,,46.19,436.37,-40.239999999999995,945.26,2133.5161,Development Phase,Coimbatore,0.23023222341531938,1895.3472
14.98f,39.58,1011.78,Amrita Energy Systems,75.07,467.77,-24.599999999999998,972.1999999999999,5635.504899999999,Development Phase,Coimbatore,0.7889414283892756,
4.83,,1015.35,Amrita Energy Systems,72.94,485.32,-33.61,976.9100000000001,5320.2436,Development Phase,Coimbatore,2.6139524261951084,185.6652
7.54,38.56,1016.49,Amrita Energy Systems,69.1,486.76,-31.020000000000003H,977.9300000000001,4774.8099999999995,Development Phase,Coimbatore,1.6741968147748658,290.74240000000003
,71.77,1006.26!!!,Amrita Energy Systems,52.76,425.66,-40.809999999999995,934.49,2783.6175999999996,Development Phase,Coimbatore,,
27.37,63.31soo,1012.89,Amrita Energy Systems,60.11,439.15,-35.94,949.5799999999999!H,3613.2120999999997$$$,Development Phase,Coimbatore,,1732.7947000000001
14.87,41.2,1016.27,Amrita Energy Systems,70.51,467.01,-26.330000000000005,975.0699999999999,4971.660100000001,Development Phase,Coimbatore,,612.644
,68.08,1012.99#$,Amrita Energy Systems,50.04,436.25,-41.22,944.91,2504.0016,Development Phase,Coimbatore,0.23856673371872958,1828.6288
31.86,69.59,1008.61&!#$#,Amrita Energy Systems,59.74,435.72,-37.730000000000004,939.02,,Development Phase,Coimbatore,0.1965236795879227,2217.1374
33.18,72.29,1009.51,Amrita Energy Systems,58.35,435.26,-39.11000000000001,,3404.7225000000003,Development Phase,Coimbatore,0.18146553409760147,
8.41,40.67,1019.97,Amrita Energy Systems,69.2,489.25,-32.260000000000005,979.3000000000001,4788.64,Development Phase,Coimbatore,1.4304104232699195,342.03470000000004
30.24,66.75,1017.95,Amrita Energy Systems,55.66,435.02,-36.510000000000005,951.2H,3098.0355999999997,Development Phase,Coimbatore,0.21551433723718366,2018.52
8.67,40.77,1011.81,Amrita Energy Systems,89.4,479.23,-32.1,971.04,,Development Phase,Coimbatore,1.3557642826568939,353.4759
14.71,,1024.7,Amrita Energy Systems,70.29,462.34,-38.01,971.98,4940.684100000001#%!,Development Phase,Coimbatore,0.5961744975443294,775.5112
31.01,74.16,1010.89,Amrita Energy Systems,56.52,434.64,-43.14999999999999,936.73,3194.5104000000006,Development Phase,Coimbatore,0.18899843353589874,2299.7016
16.91,,1013.32,Amrita Energy Systems,79.87,465.86,-27.05,969.36,,Development Phase,Coimbatore,0.6266919714659152,743.3636
,71.98,1005.97,Amrita Energy Systems,95.09,433.64,-47.13,933.99,9042.108100000001,Development Phase,Coimbatore,0.2424326453301638,1788.7030000000002
24.47,,1012.43,,75.25,441.07,-50.760000000000005,937.1999999999999,5662.5625,Development Phase,Coimbatore,0.23959761376921157,1840.8781
28.84,60.23,1009.7,Amrita Energy Systems,59.0,437.82,-31.389999999999997,949.47,3481.0,Development Phase,Coimbatore,0.2520504501583505,
28.5,72.99,1007.02,Amrita Energy Systems,67.13,433.24,-44.489999999999995,,4506.4369!#,Development Phase,Coimbatore,0.20826693394673151,2080.2149999999997
15.09,,1022.4,,76.22,463.27,-26.669999999999998,980.64,5809.4884,Development Phase,Coimbatore,0.7351643650231434,630.1583999999999
6.94,39.61,1017.74,Amrita Energy Systems,81.43,480.07,-32.67aHHj,978.13,,Development Phase,Coimbatore,1.7463860536484326,274.8934
17.32,,1013.23,Amrita Energy Systems,68.07,462.74,-24.35,,,Development Phase,Coimbatore,0.6411588689533012,721.7244000000001
22.38,49.3,1003.56,Amrita Energy Systems,83.83,441.0,-26.919999999999998o#,954.26,7027.4689,Development Phase,Coimbatore,0.39969764368722444,1103.3339999999998
16.61,25.88,1009.34,Amrita Energy Systems,65.47,460.97,-9.27,983.46,4286.3209,Development Phase,Coimbatore,,429.86679999999996
9.46,36.66,1026.22,Amrita Energy Systems,72.58,479.06,-27.199999999999996#Hj,989.5600000000001,5267.8564,Development Phase,Coimbatore,1.38135820966103,346.8036
14.83,53.82,1016.57,Amrita Energy Systems,63.47,464.0,-38.99,962.75,4028.4409,Development Phase,Coimbatore,0.5813439218112472,798.1506
28.15,,1006.73^#$,Amrita Energy Systems,68.21,427.69,-43.79H,934.79H@I,4652.6041,Development Phase,Coimbatore,0.2111933617465907,2025.1109999999999
29.98,76.09,1007.62,Amrita Energy Systems,75.6,432.0,-46.11fH,931.53,5715.359999999999,Development Phase,Coimbatore,0.18937582342317666,
11.8,45.09,1013.21,Amrita Energy Systems,89.68,470.57,-33.290000000000006,968.12I,8042.502400000001,Development Phase,Coimbatore,0.8844270028680866,532.0620000000001
2.58,39.42,1028.68,Amrita Energy Systems,69.03,488.69,-36.84,989.2600000000001,4765.1409,Development Phase,Coimbatore,4.805041316138268,101.70360000000001
,67.83,1009.44,Amrita Energy Systems,65.48,426.24,-44.29,941.61,4287.630400000001###!$,Development Phase,Coimbatore,0.266947542778682,
15.91,,1010.93,Amrita Energy Systems,62.81,459.73,-29.080000000000002,965.9399999999999,3945.0961,Development Phase,Coimbatore,0.6422685731265932,715.7909000000001
17.1,48.98,1016.48,Amrita Energy Systems,85.63,454.43,-31.879999999999995,967.5,7332.496899999999,Development Phase,Coimbatore,0.5425654103954592,837.558
23.21,74.22,1009.68$$!##,Amrita Energy Systems,88.46qw,440.46,-51.01,935.4599999999999,7825.171599999999$#$!#,Development Phase,Coimbatore,0.2556880222996457,
18.14,,1012.83,Amrita Energy Systems,47.1,461.71,-25.42jjH#,969.27,,Development Phase,Coimbatore,0.5843110872177726,790.1784
13.78,38.47,1015.2,Amrita Energy Systems,57.8,466.41,-24.689999999999998,976.73,,Development Phase,Coimbatore,,
,41.26,1022.9,Amrita Energy Systems,83.83,475.21,-31.299999999999997,981.64,7027.4689,Development Phase,Coimbatore,,410.94960000000003ie
12.93,38.73,1006.41,Amrita Energy Systems,89.24,471.3,-25.799999999999997,967.68,7963.777599999999,Development Phase,Coimbatore,0.9411339016080751,500.77889999999996
,75.33,1002.32,Amrita Energy Systems,64.25,433.37,-44.22,926.99,4128.0625##%,Development Phase,Coimbatore,0.1849229723727546,2343.5163
,68.14,1005.61,Amrita Energy Systems,53.17,435.71,-41.86,937.47,2827.0489000000002,Development Phase,Coimbatore,,1790.7192nS
9.45,41.92,1029.32,Amrita Energy Systems,91.09,467.79,-32.47,987.4,8297.3881,Development Phase,Coimbatore,,396.144
20.32,39.72,1001.38,Amrita Energy Systems,57.21,456.18,-19.4,,3272.9841,Development Phase,Coimbatore,,807.1104
28.61n#ho,70.36,1006.95,Amrita Energy Systems,73.06,440.16,-41.75,936.59,5337.7636,Development Phase,Coimbatore,0.2186587617801812,2012.9995999999999
31.79,76.2o,1007.89,Amrita Energy Systems,56.3,434.01,-44.410000000000004,,3169.6899999999996,Development Phase,Coimbatore,0.17916543854478081,2422.398
25.24n,67.45,1013.56!^!!,Amrita Energy Systems,50.91ae,438.99,-42.21000000000001,946.1099999999999,2591.8280999999997,Development Phase,Coimbatore,0.2578596107464707,1702.4379999999999
22.52,66.48ionis,1003.87,Amrita Energy Systems,78.29,435.02,-43.96000000000001,937.39,6129.324100000001,Development Phase,Coimbatore,0.290569366873783,1497.1296
23.64,60.95,1014.92!$,Amrita Energy Systems,64.91,447.86,-37.31,953.9699999999999,,Development Phase,Coimbatore,0.31082868679633935,1440.8580000000002
9.66,41.06,1021.21,Amrita Energy Systems,84.7c,482.2,-31.400000000000002offaf,980.1500000000001,,Development Phase,Coimbatore,1.2157132066490586,396.63960000000003
10.58,39.61,1020.39,Amrita Energy Systems,71.69,477.18,-29.03,980.78,5139.456099999999,Development Phase,Coimbatore,1.138653860012246,
24.53,74.78si,1009.9,,78.34,446.3,-50.25,935.12,6137.155600000001,Development Phase,Coimbatore,0.2433009909649907,1834.3534000000002
,,1016.74,Amrita Energy Systems,87.65,449.32,-39.56,,,Development Phase,Coimbatore,0.4066634446381282,1104.894
,43.65,1018.58#!,Amrita Energy Systems,64.85,479.15,-36.12,974.9300000000001,4205.522499999999,Development Phase,Coimbatore,1.457780941906296,328.6845sOseo
,36.99,1006.19,Amrita Energy Systems,89.33,464.7,-20.290000000000003,969.2,7979.8489,Development Phase,Coimbatore,0.7522667560256615,617.7330000000001iOi
12.6,,1022.13,Amrita Energy Systems,67.89,474.23,-29.14,980.39,,Development Phase,Coimbatore,,525.924
,39.9,1008.82,Amrita Energy Systems,87.76,484.21,-32.79,968.9200000000001,7701.817600000001,Development Phase,Coimbatore,1.706833892043752,283.689
14.51,41.79,1009.72,Amrita Energy Systems,80.62,459.14,-27.28,967.9300000000001,6499.584400000001,Development Phase,Coimbatore,,606.3729
22.48!a,,1014.77,Amrita Energy Systems,63.9hdrvd,445.55,-44.97,947.3199999999999,,Development Phase,Coimbatore,,1516.276
8.82,34.69,1026.81,Amrita Energy Systems,82.54yu,481.44,-25.869999999999997,992.1199999999999,6812.851600000001,Development Phase,Coimbatore,1.5735091961258414,305.9658
,,1032.88,Amrita Energy Systems,75.11,477.78,-32.67,991.0600000000001,5641.5121,Development Phase,Coimbatore,1.2485985997757758,382.653
,77.54,1008.5,Amrita Energy Systems,82.45,435.38,-53.21000000000001,930.96,6798.0025000000005,Development Phase,Coimbatore,0.23078127555924624,1886.5482
,66.93,1016.85,Amrita Energy Systems,58.77,447.06,-39.220000000000006,949.9200000000001,3453.9129000000003,Development Phase,Coimbatore,0.2410507366346813,1854.6303000000003
,63.77,1012.82,Amrita Energy Systems,55.77,441.97,-35.150000000000006,,3110.2929000000004,Development Phase,Coimbatore,0.24216241829066218,1825.0974
23.63,65.59i,1013.1,Amrita Energy Systems,76.95,440.56,-41.96000000000001,,5921.302500000001,Development Phase,Coimbatore,0.2842521190351558,1549.8917000000001
14.01,43.34,1016.95,Amrita Energy Systems,83.41,463.81,-29.330000000000005,973.61,,Development Phase,Coimbatore,0.7638587639457214,607.1934
11.5,40.22,1010.31,Amrita Energy Systems,78.08,476.46,-28.72,970.0899999999999,6096.4864$##,Development Phase,Coimbatore,1.030116965386029,462.53
15.89,41.7nnno,1018.93,Amrita Energy Systems,82.68,463.33,-25.810000000000002#,977.2299999999999,,Development Phase,Coimbatore,0.6992467699848931,662.613
26.2s@sn,71.14,1007.92,Amrita Energy Systems,72.95,431.7,-44.94,936.78,5321.7025,Development Phase,Coimbatore,0.2316151143750523,1863.868Ei
,52.9,1020.03,Amrita Energy Systems,76.47,458.34,-35.42,,,Development Phase,Coimbatore,0.49566774666591684,924.692
,65.74,1011.22,Amrita Energy Systems,46.16,440.26,-33.739999999999995,945.48,2130.7455999999997%$%$,Development Phase,Coimbatore,0.20928087922117433,
16.71,42.99,1007.72,,75.35,465.09,-26.28,,5677.6224999999995,Development Phase,Coimbatore,,718.3629000000001
23.06#bnb,63.9s,1013.54,Amrita Energy Systems,65.28te,447.36,-40.84,949.64,4261.4784,Development Phase,Coimbatore,0.30359665945950354,1473.5339999999999
24.88,63.91o,1009.41,Amrita Energy Systems,77.75,447.28,-39.03u,945.5,6045.0625,Development Phase,Coimbatore,0.28129388141784994,1590.0808
11.28,42.44,1014.62&&$&!,Amrita Energy Systems,99.78,473.36,-31.159999999999997,972.1800000000001,9956.0484,Development Phase,Coimbatore,,478.72319999999996
17.04,,1020.38^$^!^,Amrita Energy Systems,68.69gn,462.48,-38.99,964.35,4718.3161,Development Phase,Coimbatore,0.4843984485172682,954.7511999999999
13.69,40.1,1014.38,Amrita Energy Systems,83.57y,470.76,-26.410000000000004,974.28$,6983.944899999999,Development Phase,Coimbatore,0.857534760614898,548.969
14.52sk@,40.35,1011.11,Amrita Energy Systems,69.84,470.8,-25.830000000000002,970.76,4877.6256##,Development Phase,Coimbatore,0.8035747812699486,585.882InE
27.47^%@^,66.86,1006.1,Amrita Energy Systems,70.2,437.45,-39.39,939.24,4928.04,Development Phase,Coimbatore,,
14.42,44.66,1016.1,Amrita Energy Systems,93.89,461.34,-30.239999999999995,971.44,8815.3321,Development Phase,Coimbatore,,643.9971999999999Ooe
27.41,74.67,1016.57,Amrita Energy Systems,80.16,429.21,-47.260000000000005,941.9000000000001,,Development Phase,Coimbatore,,2046.7047
21.68,64.15,1021.09,Amrita Energy Systems,70.88,454.32,-42.470000000000006,956.94,5023.974399999999,Development Phase,Coimbatore,,1390.7720000000002
19.09,39.39,1013.36,Amrita Energy Systems,59.14,466.13,-20.3,973.97,3497.5396,Development Phase,Coimbatore,0.6198907354973721,751.9551
,64.15,1021.07,Amrita Energy Systems,68.66,451.44,-42.09,956.9200000000001,4714.195599999999,Development Phase,Coimbatore,0.31900527788946603,1415.1490000000001oNIe
17.94,62.1ines,1019.81,Amrita Energy Systems,82.65,453.55,-44.16,957.7099999999999,,Development Phase,Coimbatore,0.40710940206844426,1114.074
21.58$@nr,67.25,1017.39,Amrita Energy Systems,79.0,446.15,-45.67,950.14,6241.0,Development Phase,Coimbatore,0.3074235747680456,1451.2549999999999
,44.84,1023.28,,82.79,461.0,-30.390000000000004,978.4399999999999,6854.184100000001,Development Phase,Coimbatore,0.7114878275390547,647.938
23.26,59.14,1016.98,Amrita Energy Systems,76.29,440.37,-35.879999999999995,957.84,5820.164100000001,Development Phase,Coimbatore,0.3201302358744178,1375.5964000000001
10.46,37.5,1013.12,Amrita Energy Systems,76.74,472.16,-27.04,975.62,5889.027599999999,Development Phase,Coimbatore,1.2037221159974505,392.25000000000006
26.7,70.32,1011.04,,86.41,438.46,-43.61999999999999,940.72$H#H,,Development Phase,Coimbatore,0.2335284818891062,
24.18,58.49,1011.3,Amrita Energy Systems,77.82,445.49,-34.31,952.81,,Development Phase,Coimbatore,,
24.66,48.78se,1018.39,Amrita Energy Systems,71.79,449.11,-24.12,969.61,,Development Phase,Coimbatore,0.3733514626306036,1202.9148
18.5a#,47.45,1009.23,Amrita Energy Systems,83.21,450.22,-28.950000000000003,961.78,6923.904099999999,Development Phase,Coimbatore,0.5128812690456526,877.825
27.5,59.54,1004.88,Amrita Energy Systems,72.7,438.81,-32.04,945.34,5285.29$#!##,Development Phase,Coimbatore,0.26800012214859376,1637.35
,54.9,1016.68,,64.26,452.56,-34.5,961.78,4129.347600000001,Development Phase,Coimbatore,0.40408586020929327,
26.32,69.71osn,1009.39,Amrita Energy Systems,67.05,441.25,-43.38999999999999,939.68,4495.702499999999,Development Phase,Coimbatore,0.24049372585252235,
14.0f,,1010.96,Amrita Energy Systems,48.37,465.62,-27.78,969.1800000000001,2339.6569,Development Phase,Coimbatore,0.7960404841687752,584.9200000000001
9.44,41.79,1020.16,Amrita Energy Systems,72.26,474.03,-32.35,978.37,5221.507600000001,Development Phase,Coimbatore,1.2016042683149404,394.4976
22.2,57.17,1009.82,Amrita Energy Systems,78.43,447.75,-34.97,952.6500000000001HH,6151.264900000001,Development Phase,Coimbatore,,1269.174EsONO
20.14,65.06ess,1014.81,,80.01ehlxq,444.84,-44.92,949.75,6401.600100000001,Development Phase,Coimbatore,0.33949259578889973,
16.18,50.88,1014.06,Amrita Energy Systems,100.09,455.14,-34.7,963.18,10018.008100000001,Development Phase,Coimbatore,0.5528653668244824,823.2384000000001
10.01,43.7,1015.73,Amrita Energy Systems,91.97,479.24,-33.690000000000005,972.03,8458.4809,Development Phase,Coimbatore,,437.437
25.49,,1007.89,Amrita Energy Systems,57.04,444.52,-21.960000000000004HoHHo,960.4399999999999,3253.5616#$##,Development Phase,Coimbatore,0.3675236182209102,1209.5005
7.57,37.49,1009.73,Amrita Energy Systems,83.07,481.98,-29.92,972.24,6900.624899999999,Development Phase,Coimbatore,1.6983128570084562,283.7993
,71.98,1004.74,Amrita Energy Systems,58.77,429.2,-41.42,932.76,3453.9129000000003,Development Phase,Coimbatore,0.19511673545152886,2199.7088ENe
19.74,67.71,1007.68,Amrita Energy Systems,64.02,446.1,-47.97,939.9699999999999,,Development Phase,Coimbatore,0.33375844328059195,1336.5953999999997
27.16,71.32,1007.81,Amrita Energy Systems,89.07,430.53,-44.16,936.49,7933.464899999999,Development Phase,Coimbatore,0.22226051639729502,
18.21,45.0,1022.86,Amrita Energy Systems,48.84,467.54,-26.79,977.86,2385.3456000000006,Development Phase,Coimbatore,0.5705534199768137,819.45
,42.04,1009.99,Amrita Energy Systems,67.87,466.4,-22.49Hf#$f,967.95,4606.3369,Development Phase,Coimbatore,0.5674780564606597,821.8820000000001
25.98,68.12,1011.36,Amrita Energy Systems,66.86,439.0,-42.14,,4470.2596,Development Phase,Coimbatore,0.24805657000710152,1769.7576000000001
31.19,68.3,1014.86,Amrita Energy Systems,39.1,430.48,-37.11,946.5600000000001,1528.8100000000002,Development Phase,Coimbatore,0.2020770068868978,2130.277
12.74,49.83,1007.44,Amrita Energy Systems,91.47,466.09,-37.089999999999996,957.61,8366.7609,Development Phase,Coimbatore,0.7341916991869688,634.8342
9.23,37.36,1015.01,Amrita Energy Systems,67.38,481.08,-28.13,977.65IHII,4540.064399999999,Development Phase,Coimbatore,1.3951109059231024,
11.49,41.54,1020.17,,70.91qqqd,476.74,-30.049999999999997,,5028.228099999999,Development Phase,Coimbatore,0.9988380342036135,477.2946
7.3s#,39.72,1020.85,Amrita Energy Systems,77.83,485.1,-32.42,981.13,6057.5089,Development Phase,Coimbatore,1.6730124570624512,289.95599999999996
26.64,73.56,1004.98,Amrita Energy Systems,93.31fiuna,432.93,-46.92Huf,931.4200000000001,8706.7561!,Development Phase,Coimbatore,0.220923411176266,1959.6384
24.2,63.21,1012.25,Amrita Energy Systems,79.86,449.03,-39.010000000000005,949.04HI,6377.6196,Development Phase,Coimbatore,0.2935446713761422,1529.682eSiN
20.8,,1012.07,Amrita Energy Systems,73.16c,457.0,-30.099999999999998,961.1700000000001,5352.3856,Development Phase,Coimbatore,,1058.72
22.19,48.78,1017.84,Amrita Energy Systems,76.01,446.51,-26.59,969.0600000000001,5777.520100000001,Development Phase,Coimbatore,0.412507730304883,1082.4282e
18.17ef$k,66.86,1011.29,Amrita Energy Systems,78.48,452.77,-48.69,944.43,6159.1104000000005,Development Phase,Coimbatore,0.3726973834218685,1214.8462000000002
26.04,72.43,1006.82##!&,Amrita Energy Systems,84.88,432.94,-46.39000000000001,934.3900000000001,7204.6143999999995,Development Phase,Coimbatore,0.2295452169190105,1886.0772000000002
30.29,59.22,1013.05,Amrita Energy Systems,60.46,441.57,-28.93,953.8299999999999,3655.4116,Development Phase,Coimbatore,0.24616816234020142,1793.7738
,68.51,1009.58,,32.25,427.62,-34.220000000000006,,1040.0625,Development Phase,Coimbatore,0.18202731226980803,2349.2079000000003
12.05,,1016.63,Amrita Energy Systems,100.14difix,472.19,-28.499999999999996,,10028.0196,Development Phase,Coimbatore,0.9663598548996936,488.6275
17.9,58.33,1013.6,Amrita Energy Systems,85.81,452.28,-40.43,955.27,,Development Phase,Coimbatore,0.4331739946193254,1044.107
25.54,70.47,1009.28,,73.5,436.16,-44.93,938.81,5402.25#,Development Phase,Coimbatore,0.2423375259014344,1799.8038
31.92,68.3ne,1015.58,Amrita Energy Systems,41.55,430.07,-36.379999999999995,947.2800000000001,1726.4024999999997,Development Phase,Coimbatore,0.19726750991681252,2180.136niINO
11.19@,40.64,1020.57,,84.49,472.86,-29.450000000000003,979.9300000000001,,Development Phase,Coimbatore,1.0397975554664247,
,43.02,1011.97,Amrita Energy Systems,44.66,466.2,-27.470000000000002,968.95,1994.5155999999997,Development Phase,Coimbatore,0.6969016130985213,668.9610000000001
19.35,39.72,1002.5,Amrita Energy Systems,51.24,455.29,-20.369999999999997,,2625.5376,Development Phase,Coimbatore,,768.582
14.24,,1009.3,,83.75,466.2,-25.75,969.31HHI!,7014.0625,Development Phase,Coimbatore,0.8186737695659869,569.4576000000001
23.96,60.95,1015.01,Amrita Energy Systems,65.24mcet,446.4,-36.99,954.06,4256.257599999999,Development Phase,Coimbatore,0.3056776333539218,1460.362
7.65,,1020.14,Amrita Energy Systems,72.37,491.1,-33.02,979.47,5237.416900000001,Development Phase,Coimbatore,1.5784627103853588,311.12550000000005
24.74,59.21,1012.18,Amrita Energy Systems,74.2,440.36,-34.47,952.9699999999999,5505.64,Development Phase,Coimbatore,0.3006167025086572,1464.8554
17.19,37.2,1011.84,Amrita Energy Systems,67.59,468.4,-20.01,,4568.408100000001,Development Phase,Coimbatore,,639.4680000000001
27.28,78.92,1011.05$!#!,Amrita Energy Systems,75.48,434.78,-51.64,932.13,5697.2304!#!!!,Development Phase,Coimbatore,,
17.23,41.1,1002.45,Amrita Energy Systems,68.88nt,464.18,-23.87,961.35,4744.4544,Development Phase,Coimbatore,,708.153
26.63,62.44,1010.86,Amrita Energy Systems,70.82,438.25,-35.81,948.4200000000001,5015.472399999999%##$,Development Phase,Coimbatore,0.2635650765478382,1662.7771999999998iiS
